目录编号,视频ID,视频标题,发布时间_格式化,点赞数,分享数,播放数,层级,评论ID,评论内容,评论用户,评论用户ID,评论点赞数,回复数,评论时间,IP属地,回复目标用户
029,7393633280182029618,万米海底，有“奋斗者”号；大山深处，有“中国天眼”；浩瀚太空，有“嫦娥”奔月…创新中国生机勃勃！#绘说现代化,2024-07-20 16:33:27,10873,302,555057,L1,7393635025063625487,科技才是第一生产力，创新是发展的动力，只有不断创新才能与时进步，不被时代淘汰。点赞点赞点赞！[赞][赞][赞][赞][赞],肉酱包子💥,732746955110524,53,0,2024-07-20 16:40:08,辽宁,
030,7396485913095834915,中国世界遗产总数达到59项！88秒看文化中国闪耀世界👏#绘说现代化,2024-07-28 09:03:13,12533,1099,840889,L1,7396603593945727778,中国上下五千年，可以被认定为世界遗产的还有待被发掘，远远不止怎么多,雨馨1973,111135961596,53,0,2024-07-28 16:39:41,江苏,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453439481346212659,支持判死刑，祖国请保护妇女儿童[玫瑰][玫瑰][玫瑰],爱吃牙膏怎么你了,3174999700546003,53,0,2024-12-28 20:31:56,黑龙江,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323426198738223884,不喜欢什么转基因的东西,用户8136810912590,2282223266447036,52,0,2024-01-13 11:53:59,广西,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323395572453524236,种子是希望,张新心,102676797060,52,0,2024-01-13 09:55:08,山东,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323413163867980585,农业大国,用户6685482327864,360285413575127,52,0,2024-01-13 11:03:24,广东,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7430306777360532265,作为农业大省发现90秒看中国农业发现没有农业大省[捂脸][OK],AAA须弥寻林官（前教令院学者）,2969117914577031,52,0,2024-10-27 12:25:13,河南,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328242339415196431,点赞和评论是怎么回事,牛🐮,844857372316887,51,0,2024-01-26 11:23:06,重庆,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354164554974593802,植树造林保护环境，利国利民[赞][赞],鸡尾酒,20602087458,51,0,2024-04-05 07:54:33,河南,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453429846875570980,@是小谢 好可怜,梦醒人生,98787822367,51,0,2024-12-28 19:54:32,广东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453453481450799911,十一吗？,𝙡𝙞༠°,73792613743,51,0,2024-12-28 21:26:14,广东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453447131421000505,那种人不应该判死刑吗？都把她打成那样了，还不能判死刑吗？,头彩化妆造型—程程,74632865106,51,0,2024-12-28 21:01:35,重庆,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398748086125249316,太棒了，发展壮大，活力满满的[比心][比心][比心][比心][赞][赞][赞][赞][赞],💞Iiu英,106871366277,50,2,2024-08-03 11:21:24,北京,
037,7414405348548709695,80秒看中国能源底气十足🔥 点亮小心心，“加油”“打气”！ #绘说现代化,2024-09-15 10:00:00,3343,81,208353,L1,7414689868612191034,油价这么高，有老百姓撑着，当然底气足啊[赞],第七度阳光,105435256987,50,5,2024-09-15 10:23:44,新疆,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354174098799903551,我以为是种的粮食的[捂脸],金多宝,59129079795,49,0,2024-04-05 08:31:38,江苏,
016,7359779242793569573,覆盖人群更广、保障能力更强，1分钟看医保如何守护全民健康❤️#绘说现代化,2024-04-20 11:02:25,4950,201,364149,L1,7359793462643196682,买不起了[捂脸]买了7年今年只能断保了,语嫣好物,108278632169,49,6,2024-04-20 11:57:34,四川,
030,7396485913095834915,中国世界遗产总数达到59项！88秒看文化中国闪耀世界👏#绘说现代化,2024-07-28 09:03:13,12533,1099,840889,L2,7396621821707387659,八达岭长城这样的景区长城有洗手间，景区之外人迹罕至的长城只能靠自己了[看],老徐要加油呀,2494141959775992,49,0,2024-07-28 17:50:24,辽宁,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349753637973885736,春种秋收，你让我们种转基因作物吗？,说不出口的分手,1903994057524904,48,0,2024-03-24 10:37:55,天津,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354145313089717001,不忘在绘制国家美丽图画的人民[玫瑰][玫瑰][玫瑰],喝彩街坊,3157396631590526,48,0,2024-04-05 06:39:55,河北,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382902603660673828,南通州北通州南北通州通南北，本人有幸去过北通州，在运河起点玩过。[抱拳][抱拳][抱拳],那年的夏天,106001449123,48,0,2024-06-21 18:32:47,浙江,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382912160484557603,这几条大运河颜色都不一样 这个说明啥呢[发呆],叶儿,60672517351,48,0,2024-06-21 19:09:57,湖南,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382881775050015526,有幸，去年在杭州坐了一段京杭大运河水上公交[呲牙],红红的苹果,1538933897037389,48,0,2024-06-21 17:12:01,广西,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7430298399515181862,这种新闻老百姓已经麻木了，看看今年粮食收购价[微笑][微笑],LeBO''X,95821477076,48,0,2024-10-27 11:52:43,陕西,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453443553257210683,十一年真的够吗,雨梦潇默,59640545652,48,0,2024-12-28 20:47:43,四川,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7353993441314194212,你怎么没拍到我村呢？我村也很多树木的,小梅梅呀,95536658440,47,0,2024-04-04 20:50:29,广西,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354000740535157556,蚂蚁森林还有玩的吗,七喜漫剪,2326985504462855,47,0,2024-04-04 21:18:50,广东,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375515869105521445,很多地方都不知道自己家乡有什么。,请不要踮起脚尖,101120832986,47,1,2024-06-01 20:48:30,江西,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375405974482862888,我老公是一名普通的一线电工，希望在高温来临的时候，能节约用电，如果发生停电事故，也不要动不动就投诉，他们真的很辛苦。38度高温抱着电线杆，那滋味，真的酸爽。所以希望每个用户都能理解。他们也不想高温停电。[感谢][感谢][感谢][感谢],城南以南,2827566867548600,47,2,2024-06-01 13:42:07,安徽,
034,7406599046112005428,累计调水740多亿立方米！90秒看南水北调工程有多牛👍 #绘说现代化,2024-08-24 15:07:19,14117,1155,686701,L1,7406958971644363520,南阳的水调到北京  简称 南水北调[呲牙][呲牙][呲牙],歪头的朋友,3196986867594103,47,1,2024-08-25 14:23:50,河南,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7430309783234560777,农学生找不到工作，农产品卖不出去，确实大有可为[赞][赞][赞][赞][赞],梦难忘你,3315773305798791,47,0,2024-10-27 12:36:55,重庆,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453423994507805499,我最亲爱的祖国，请保护妇女儿童,诚沅西西,483424937451000,47,0,2024-12-28 19:31:49,广东,
088,7546788333142560026,国土面积只占全国约4%，却蕴藏了全国约20%的绿色能源！彩云之南，绿能澎湃！#绘说现代化,2025-09-06 09:53:07,35651,2152,757023,L1,7546834689038828338,出门在外读书的云南人，想云南的第四天[泣不成声],爱喝可乐,101618971819,47,4,2025-09-06 12:53:02,陕西,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323201925108859659,春播一粒种，秋收万顷田。 感谢袁爷爷这一辈人为我们播下了丰衣足食的种子[感谢],石茗志,101085274588,46,0,2024-01-12 21:23:42,福建,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375525415724008202,我们国家的电费还是比较便宜的,老朋友\_,72958964208,46,0,2024-06-01 21:25:34,黑龙江,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440848478459331368,请多多治理一下食品安全问题吧,无敌可爱小燕燕,59198967691,46,0,2024-11-24 22:12:25,湖南,
088,7546788333142560026,国土面积只占全国约4%，却蕴藏了全国约20%的绿色能源！彩云之南，绿能澎湃！#绘说现代化,2025-09-06 09:53:07,35651,2152,757023,L1,7546834831507292955,对云南好点吧，不要让云南人出去打螺丝了，好麽[泣不成声],大陈小熙,3013103527659293,46,6,2025-09-06 12:53:34,广东,
099,7575341215181977930,中国人的饭碗端得更牢了！2024年，全国粮食产量首次突破1.4万亿斤；2024年底，农业科技进步贡献率达到63.2%！#绘说现代化 #AI大家创 #媒体精选计划,2025-11-22 08:32:55,21968,1647,1137943,L1,7575380963770467121,在希望的田野上[赞],冉宝麻麻,4402100489168285,46,1,2025-11-22 11:07:08,江苏,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328260825755403060,节省劳动力，提高效率,高山流水遇知音,111192452562,45,0,2024-01-26 12:34:50,河北,
026,7386225241367924003,“桂”在开放！66秒看广西如何向新而行🔥 #绘说现代化,2024-06-30 17:26:29,29431,454,440935,L1,7386228065824932643,上句:桂林山水甲天下， 下句:阳朔山水甲桂林。 漂亮[赞][赞][赞],美美宝藏,3013081102037148,45,6,2024-06-30 17:37:19,浙江,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440848233703850811,加油  继续努力我的国[666][666][666],石悦雯,698917174912845,45,0,2024-11-24 22:11:27,北京,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382876327327679269,大运河，不仅是水流的长河，更是历史的史诗，文化的宝藏，值得我们去珍视与传承。[比心][比心][比心],江苏大姐,2101873196151156,44,0,2024-06-21 16:50:50,江苏,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323198236188197632,转基因来了多少品种能介绍一下吗？[赞],尘飞扬,86181690061,43,0,2024-01-12 21:09:22,湖南,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328236309944206119,中国科技发展的很快，现在种地全是机械化的[赞][赞][赞],乔明连,93173730396,43,0,2024-01-26 10:59:42,四川,
030,7396485913095834915,中国世界遗产总数达到59项！88秒看文化中国闪耀世界👏#绘说现代化,2024-07-28 09:03:13,12533,1099,840889,L1,7396615639819043623,不懂就问，世界遗产是什么意思？,木子带你逛世界,1513344649659287,43,2,2024-07-28 17:26:24,山东,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440838937844155186,[熊吉] 主演还是汽车尾气排放，建议多给汽油里面加点水,老伍（好物推荐）,2620825630686110,43,0,2024-11-24 21:35:24,江苏,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453445599380685602,保护妇女儿童,大连房产 柒柒,83211344684894,43,0,2024-12-28 20:55:49,辽宁,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323448605691593510,农业是中国的饭碗，要非转基因种子。,我很幸福,2119496184651912,42,0,2024-01-13 13:20:58,江苏,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328236499433833254,还是要少种些转基因的农产品，现在的人身体已经大不如上一辈的人了！[感谢][感谢][感谢][感谢],小烦人精,53548284513,42,0,2024-01-26 11:00:26,广东,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382861681566008076,运味十足的中华文化，是我们祖先做出的世界贡献。,路人,281119593888984,42,0,2024-06-21 15:54:04,重庆,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398836607983567654,我也很想消费，但身背房贷、车贷连车位都是分期付款的。[捂脸][捂脸][捂脸],逍遥乐,100636126987,42,0,2024-08-03 17:04:53,广东,
034,7406599046112005428,累计调水740多亿立方米！90秒看南水北调工程有多牛👍 #绘说现代化,2024-08-24 15:07:19,14117,1155,686701,L1,7406601388966429490,可以北气温南调吗，南方太热了,自定义CP,102192814795,42,7,2024-08-24 15:16:12,广东,
044,7432554739042176308,设备“更新”产业“焕新”！100秒看“两新”工作新在哪🔥 #绘说现代化,2024-11-02 13:48:44,17898,4175,1012916,L1,7432571427088646964,AI智能工业化，智慧城市 工业互联网[赞][赞][赞],人间小蜜饯,83933346562,42,0,2024-11-02 14:53:19,北京,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453410829125567268,寻求法律公平公正人民才能安定团结生活幸福。,用户7633915205585,1830063419432088,42,0,2024-12-28 18:40:47,吉林,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323469384340636443,美国先锋种业早就进来了,佳源馨林果,50254443938,41,0,2024-01-13 14:41:36,山西,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349791752531788554,春种千山绿玉 秋收万顷黄金,用户8371245462542,2423736101253887,41,0,2024-03-24 13:05:47,湖南,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354000653184303906,植树造林，养护花草，人人有责[赞][赞][玫瑰][玫瑰][一起加油][一起加油],善良,1007618923170925,41,0,2024-04-04 21:18:29,北京,
015,7357239472414674210,数字中国一路向前！1分钟看中国5G技术有多强。 #绘说现代化,2024-04-13 14:46:54,8137,1987,750986,L1,7357493392886973184,为啥我感觉农村的5G网速比城市5G网速要好。,大蘑菇、,95468719506,41,5,2024-04-14 07:12:10,广西,
026,7386225241367924003,“桂”在开放！66秒看广西如何向新而行🔥 #绘说现代化,2024-06-30 17:26:29,29431,454,440935,L1,7386300903952892707,广西！我的故乡，多希望有一天在家门口打螺丝,二少爷,106649383985,41,10,2024-06-30 22:19:56,广东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453423488809435964,视频呢？在哪里,愤怒的火柴人,3690380546278179,41,0,2024-12-28 19:29:51,福建,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453445125542200124,十一年合理吗,chen🍊,87419565189,41,0,2024-12-28 20:53:49,四川,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320581213009167114,种地这种事业，中国就是牛[赞][赞][赞][比心][比心][比心],甜橙时代🍊7号,96792416580,40,2,2024-01-05 19:53:59,海南,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328237359978251058,我家四亩地，六个电线杆五个坟头能用吗？[捂脸],顾姐,3386106206228990,40,1,2024-01-26 11:03:44,四川,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7353992453605622554,有我种的梭梭树[微笑],姚钱树🌲,4041401734803661,40,0,2024-04-04 20:46:39,湖北,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375696335184724751,母亲河奉献发展新力量,風行水上,3008710702808008,40,0,2024-06-02 08:28:53,湖北,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375530443062706963,希望电费能底点，真是吃不消！不知道是不是电表走的快[捂脸]！以前正常用电一个月是几十块的电费，现在几百块的电费都不够用[流泪],不忘初心,92492997168,40,1,2024-06-01 21:45:05,北京,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382855099771437858,这就是泱泱中华的智慧[赞][赞][赞],I wish…💋👠,61237554277,40,0,2024-06-21 15:28:31,陕西,
092,7557154952491502898,新疆午后阳光点亮北京夜景，绿电7毫秒从天山直抵重庆.....风机成林、光伏连片，新疆风光点亮万家灯火👍#绘说现代化 #AI大家创,2025-10-04 08:20:58,20718,341,373203,L1,7561662019834495794,[斜刘海][绿发][黄发][装酷][粉发][比心],小吴加工厂,4103007058530963,40,0,2025-10-16 11:50:37,江苏,
092,7557154952491502898,新疆午后阳光点亮北京夜景，绿电7毫秒从天山直抵重庆.....风机成林、光伏连片，新疆风光点亮万家灯火👍#绘说现代化 #AI大家创,2025-10-04 08:20:58,20718,341,373203,L2,7561767828342080271,[流泪],狗蛋的那些事（绝育版）,14844913150,40,0,2025-10-16 18:41:14,浙江,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349865724436235017,一年之计在于春，一年好景在春耕！,属猫的马,97449163827,39,0,2024-03-24 17:52:53,山西,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398818572925354792,看了这个视频感觉我就是全中国过得最艰难的那一个,༇༂ཨོཾ༄༅༈,87120530165,39,0,2024-08-03 15:54:54,广东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453449750257304358,结婚证不应成为丈夫殴打妻子的护身符！,钮钴禄-礼米(黑化版),2060951607580884,39,0,2024-12-28 21:11:46,广东,
058,7469214648441556278,尔滨正式进入“亚冬时间”， 听易烊千玺、单依纯演唱的《尔滨的雪》，感受龙江冰雪热辣滚烫！#绘说现代化,2025-02-09 08:48:11,4056,101,213920,L1,7469255923040469769,千玺唱的真好听，运动员加油[赞],你算哪块小饼干,66744150861,39,0,2025-02-09 11:27:51,天津,
061,7477032888144235810,两会时间即将开启，这份惠农“大礼包”请查收！ #绘说现代化,2025-03-02 10:30:17,5714,693,315106,L1,7477150525965091636,开头那个游戏界面，让我觉得我更像个npc了[看],待业青年很彷徨,540567692379220,39,3,2025/3/2 18:02,山东,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328242292509229858,农药多不多,邹姐,59472507586,38,0,2024-01-26 11:22:54,四川,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382901738254287626,运河第一城—扬州,苏k王某人             ╲,81585288727,38,0,2024-06-21 18:29:27,江苏,
030,7396485913095834915,中国世界遗产总数达到59项！88秒看文化中国闪耀世界👏#绘说现代化,2024-07-28 09:03:13,12533,1099,840889,L1,7396608290400928552,中轴线是什么鬼,一行白鹭上青天,73099726378,38,9,2024-07-28 16:57:55,广西,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453431995939701562,支持判死刑，祖国请保护妇女儿童[玫瑰][玫瑰][玫瑰],敏敏敏~,82896693010,38,0,2024-12-28 20:02:51,湖南,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453412945041801996,十一年不够[泣不成声]@是小谢,一闪一闪亮晶晶,73012189523,38,0,2024-12-28 18:48:56,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321390638960247604,从农民伯伯到农民兄弟，再到乡下人，农村人，乡巴佬[泪奔],(^_^)柠檬🍋,105358191269,37,3,2024-01-08 00:15:07,河南,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323397200825566015,拒绝转基因！！！,静心❤,1965549085534695,37,0,2024-01-13 10:01:28,新疆,
023,7378297412256812322,去年新增1500多家国家级高新技术企业！河北向新而行，为中国式现代化贡献品牌力量！#绘说现代化,2024-06-09 08:42:28,7815,194,588554,L1,7378302504796439348,我的天，这泼天的富贵，终于轮到我们河北了吗？[泣不成声][泣不成声][泣不成声],ooaa,3960897080397683,37,7,2024-06-09 09:02:06,河北,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382910964284343055,就说老祖宗牛不牛[送心][送心][送心],点点,109258583563,37,0,2024-06-21 19:05:16,河北,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382914924555289383,不是南京到杭州吗,用户139978928,1860020724306920,37,0,2024-06-21 19:20:37,湖南,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453428950015263547,祖国请保护妇女儿童,想念酸辣粉,1657719101855944,37,0,2024-12-28 19:51:02,山东,
058,7469214648441556278,尔滨正式进入“亚冬时间”， 听易烊千玺、单依纯演唱的《尔滨的雪》，感受龙江冰雪热辣滚烫！#绘说现代化,2025-02-09 08:48:11,4056,101,213920,L1,7469368823385506618,千玺弟弟的嗓音好温柔，让我瞬间感受到了“尔滨”的包容[抱抱你][抱抱你][抱抱你][抱抱你],易生欢玺的烊烊（烊肉哥哥赚💰给我开二巡,4437280302047508,37,0,2025-02-09 18:45:53,云南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320592161455457078,粮食是中国人的的根本，保证粮食产业安全就是保证中国人民的自己的饭碗！[感谢][感谢][感谢],鹏鹏卤味菜,96775306163,36,0,2024-01-05 20:36:30,江西,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349719648193086220,我严重怀疑人民网小编换了个零零后，只是我没证据[泪奔][泪奔][泪奔][泪奔],用户5711925875308,4128020453926915,36,0,2024-03-24 08:26:02,福建,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7441014493025305395,央妈，请你多关注食品安全[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],伤感珍妮,105090503479,36,0,2024-11-25 08:56:39,河南,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323216771582133003,致敬为农业做贡献的科学家[感谢],叮咚,110903156256,35,0,2024-01-12 22:21:19,江西,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328241512561558307,还是要少种些转基因的农产品，现在的人身体已经大不如上一辈的人了！[感谢][感谢][感谢][感谢],任国平,63585212161,35,0,2024-01-26 11:19:52,山西,
